,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_l30d,review_scores_rating,instant_bookable,reviews_per_month,name_length,description_length,host_about_length,verifications_length,amenities_length,host_since_days,first_reviews_days,last_review_days,price_per_accommodates,has_Hair_dryer,flag
7881,0.89,0.63,0.0,2.0,1.0,40.76892,-73.96845,2.0,0.9486480955157184,1.0,140.0,3.0,1125.0,174.0,0.0,98.0,0.0,2.83,4.0,146.0,2.0,5.0,24.0,2713.0,1842.0,43.0,70.0,1.0,0
10790,0.96,0.92,1.0,125.0,0.0,40.76385,-73.9907,5.0,3.0,3.0,185.0,30.0,365.0,4.0,0.0,80.0,0.0,0.08,6.0,66.0,93.0,3.0,17.0,1800.0,1501.0,889.0,37.0,1.0,1
12989,1.0,1.0,1.0,1.0,0.0,40.6844,-73.94306,3.0,1.0,3.0,145.0,5.0,29.0,140.0,0.0,99.0,0.0,2.83,6.0,37.0,54.0,3.0,27.0,1494.0,1483.0,67.0,48.333333333333336,1.0,1
2828,1.0,1.0,1.0,1.0,1.0,40.762809999999995,-73.99280999999999,4.0,1.0,2.0,99.0,2.0,21.0,165.0,2.0,95.0,1.0,2.02,8.0,159.0,39.0,6.0,36.0,2470.0,2454.0,12.0,24.75,1.0,1
24575,1.0,0.63,0.0,1.0,1.0,40.68738,-73.94705,8.0,3.0,4.0,111.0,2.0,1125.0,36.0,5.0,90.0,0.0,1.82,7.0,102.0,47.0,6.0,38.0,617.0,591.0,5.0,13.875,1.0,1
27136,1.0,1.0,1.0,17.0,1.0,40.68772,-73.90991,1.0,1.0,1.0,25.0,5.0,31.0,15.0,0.0,92.0,0.0,0.93,8.0,169.0,147.0,4.0,23.0,2894.0,485.0,115.0,25.0,1.0,1
15170,1.0,0.97,1.0,2.0,1.0,40.73103,-73.98769,4.0,1.0,2.0,130.0,3.0,90.0,73.0,1.0,97.0,0.0,1.94,9.0,157.0,16.0,5.0,22.0,2705.0,1129.0,20.0,32.5,1.0,1
20712,1.0,1.0,0.0,1.0,1.0,40.68766,-73.9598,2.0,1.0,1.0,134.0,28.0,1125.0,7.0,0.0,100.0,0.0,0.26,8.0,71.0,48.0,5.0,21.0,3194.0,808.0,399.0,67.0,1.0,1
102,0.57,0.25,0.0,3.0,1.0,40.678540000000005,-74.00284,2.0,2.0,2.0,125.0,30.0,90.0,169.0,0.0,92.0,0.0,1.33,6.0,164.0,121.0,10.0,18.0,4334.0,3798.0,401.0,62.5,1.0,1
8465,1.0,0.46,0.0,3.0,1.0,40.71578,-73.87713000000001,12.0,3.0,7.0,328.0,30.0,1125.0,8.0,0.0,87.0,0.0,0.14,5.0,168.0,12.0,8.0,13.0,1885.0,1772.0,354.0,27.333333333333332,1.0,1
13785,0.67,1.0,1.0,4.0,1.0,40.74447,-73.82663000000001,3.0,1.419901693379476,2.0,128.0,30.0,1125.0,116.0,0.0,99.0,0.0,2.51,7.0,159.0,181.0,6.0,34.0,3057.0,1386.0,66.0,42.666666666666664,1.0,0
22053,0.7,0.9,0.0,3.0,1.0,40.71178,-73.9483,2.0,1.0,1.0,57.0,17.0,1125.0,16.0,0.0,93.0,0.0,0.63,6.0,176.0,26.0,9.0,53.0,3334.0,763.0,33.0,28.5,1.0,1
11258,1.0,0.95,0.0,175.0,1.0,40.70485,-74.0096,3.0,1.0,1.0,163.0,30.0,180.0,1.0,0.0,100.0,1.0,0.13,9.0,126.0,91.0,7.0,27.0,2306.0,230.0,230.0,54.333333333333336,1.0,1
8842,1.0,0.85,1.0,15.0,1.0,40.78273,-73.97553,5.0,2.0,4.0,325.0,30.0,365.0,94.0,0.0,96.0,0.0,1.64,5.0,153.0,19.0,4.0,24.0,2908.0,1714.0,400.0,65.0,1.0,1
24550,1.0,0.99,0.0,6.0,1.0,40.80921,-73.93003,1.0,1.0,1.0,35.0,30.0,1125.0,7.0,0.0,71.0,0.0,0.42,4.0,158.0,40.0,4.0,29.0,2136.0,502.0,49.0,35.0,1.0,1
18611,1.0,0.94,1.0,2.0,0.0,40.68778,-73.90887,5.0,2.0,2.0,129.0,3.0,365.0,57.0,0.0,97.0,0.0,1.76,7.0,159.0,87.0,4.0,32.0,2132.0,971.0,401.0,25.8,1.0,1
33655,1.0,0.98,0.0,39.0,1.0,40.70449,-74.01516,2.0,1.0068223540711827,1.0,149.0,2.0,365.0,3.0,1.0,93.0,1.0,1.18,7.0,152.0,67.0,4.0,28.0,852.0,75.0,26.0,74.5,1.0,0
166,0.2,0.33,0.0,1.0,1.0,40.866479999999996,-73.9263,2.0,1.0,2.0,64.0,30.0,30.0,1.0,0.0,100.0,0.0,0.05,6.0,145.0,85.0,4.0,39.0,3714.0,587.0,587.0,32.0,1.0,1
22039,1.0,0.98,0.0,39.0,1.0,40.76178,-73.99795999999999,2.0,1.0,1.0,167.0,29.0,1125.0,4.0,0.0,75.0,1.0,0.2,9.0,152.0,67.0,4.0,31.0,852.0,607.0,130.0,83.5,1.0,1
2244,1.0,0.0,0.0,0.0,1.0,40.84898,-73.93679,1.0,1.0,1.0,50.0,30.0,1125.0,4.0,0.0,80.0,0.0,0.05,6.0,40.0,50.0,4.0,14.0,2603.0,2587.0,949.0,50.0,0.0,1
630,0.9,0.85,1.0,3.0,1.0,40.803340000000006,-73.94805,4.0,1.0,3.0,180.0,3.0,21.0,16.0,0.0,98.0,0.0,0.15,8.0,157.0,67.0,8.0,23.0,3517.0,3234.0,330.0,45.0,1.0,1
12222,1.0,1.0,1.0,1.0,1.0,40.687,-73.93292,3.0,2.0,2.0,165.0,4.0,1125.0,62.0,0.0,98.0,0.0,1.38,7.0,147.0,5.0,4.0,33.0,3273.0,1348.0,93.0,55.0,1.0,1
4691,0.89,0.99,0.0,42.0,1.0,40.76685,-73.98644,4.0,1.0,2.0,130.0,30.0,365.0,23.0,0.0,98.0,0.0,0.35,3.0,153.0,15.0,4.0,29.0,3222.0,1981.0,127.0,32.5,1.0,1
1938,1.0,0.86,1.0,5.0,1.0,40.672470000000004,-73.93616,1.0,0.5724914501195251,0.0,607.0,30.0,1125.0,12.0,0.0,87.0,1.0,0.22,4.0,157.0,31.0,9.0,21.0,3150.0,1646.0,223.0,607.0,0.0,0
16134,1.0,0.84,1.0,1.0,0.0,40.7114,-73.74094000000001,4.0,2.0,2.0,127.0,1.0,28.0,109.0,1.0,99.0,0.0,2.88,2.0,173.0,7.0,3.0,35.0,1203.0,1134.0,20.0,31.75,1.0,1
34434,0.95,0.99,1.0,50.0,1.0,40.74926,-73.97643000000001,2.0,1.012047339995945,1.0,60.0,30.0,90.0,1.0,0.0,100.0,1.0,0.46,10.0,149.0,6.0,4.0,23.0,1424.0,64.0,64.0,30.0,1.0,0
277,1.0,0.67,0.0,2.0,1.0,40.68626,-73.97598,3.0,1.0,1.0,170.0,3.0,365.0,100.0,0.0,96.0,0.0,0.88,5.0,176.0,47.0,5.0,16.0,3534.0,3407.0,111.0,56.666666666666664,0.0,1
26449,1.0,0.83,1.0,1.0,1.0,40.684020000000004,-73.75901999999999,3.0,1.0,1.0,80.0,2.0,1125.0,34.0,1.0,100.0,0.0,1.96,7.0,156.0,130.0,4.0,31.0,804.0,520.0,22.0,26.666666666666668,1.0,1
10314,1.0,1.0,0.0,0.0,1.0,40.83524,-73.91448000000001,2.0,3.0,1.0,80.0,1.0,1125.0,1.0,0.0,100.0,0.0,0.54,4.0,118.0,3.0,9.0,21.0,2528.0,55.0,55.0,40.0,1.0,1
23948,0.9,0.96,0.0,14.0,1.0,40.753040000000006,-73.87546999999999,2.0,0.9725710024854557,1.0,52.0,2.0,1125.0,56.0,3.0,91.0,1.0,2.63,2.0,170.0,68.0,7.0,22.0,1250.0,638.0,18.0,26.0,0.0,0
20722,0.93,0.95,0.0,3.0,1.0,40.8562,-73.90218,2.0,1.0,2.0,39.0,4.0,1125.0,37.0,0.0,93.0,0.0,1.31,4.0,151.0,20.0,6.0,28.0,1130.0,848.0,36.0,19.5,1.0,1
16237,1.0,0.99,0.0,7.0,1.0,40.77035,-73.87232,3.0,1.0,2.0,47.0,1.0,45.0,288.0,10.0,93.0,1.0,7.28,8.0,165.0,46.0,7.0,32.0,1194.0,1186.0,15.0,15.666666666666666,1.0,1
22242,1.0,0.94,0.0,3.0,1.0,40.68881,-73.75211999999999,1.0,1.0,1.0,47.0,3.0,1125.0,26.0,0.0,94.0,1.0,1.07,3.0,89.0,26.0,8.0,19.0,1270.0,727.0,55.0,47.0,0.0,1
1297,1.0,1.0,1.0,3.0,1.0,40.69494,-73.96372,2.0,1.0,1.0,65.0,2.0,1125.0,113.0,0.0,91.0,0.0,1.23,6.0,181.0,63.0,7.0,25.0,2986.0,2747.0,155.0,32.5,1.0,1
15384,1.0,1.0,1.0,11.0,1.0,40.76055,-73.82404,4.0,1.0,1.0,85.0,30.0,1125.0,10.0,0.0,94.0,1.0,0.25,10.0,168.0,17.0,11.0,32.0,2851.0,1194.0,356.0,21.25,1.0,1
12589,1.0,0.74,1.0,2.0,1.0,40.69058,-73.93796999999999,2.0,1.0,1.0,99.0,4.0,30.0,81.0,0.0,96.0,0.0,2.27,4.0,177.0,8.0,9.0,29.0,4050.0,1069.0,34.0,49.5,1.0,1
5007,0.98,0.99,0.0,20.0,1.0,40.69498,-73.96002,2.0,1.0,1.0,101.0,30.0,1125.0,38.0,0.0,82.0,1.0,0.54,8.0,146.0,74.0,6.0,35.0,2989.0,2105.0,122.0,50.5,1.0,1
29238,0.97,0.81,0.0,7.0,1.0,40.68095,-73.91309,4.0,1.0,2.0,32.0,1.0,28.0,7.0,0.0,83.0,0.0,0.54,2.0,113.0,26.0,7.0,24.0,576.0,390.0,163.0,8.0,1.0,1
23024,0.5,0.84,0.0,10.0,1.0,40.78217,-73.98034,2.0,1.0,1.0,257.0,1.0,1125.0,35.0,0.0,90.0,1.0,1.64,7.0,153.0,93.0,2.0,23.0,712.0,641.0,333.0,128.5,1.0,1
16397,1.0,0.67,0.0,2.0,1.0,40.7238,-73.76098,2.0,1.0,1.0,49.0,1.0,1125.0,21.0,0.0,91.0,0.0,0.65,3.0,148.0,9.0,9.0,21.0,1961.0,972.0,503.0,24.5,0.0,1
22976,1.0,0.99,1.0,1.0,1.0,40.595279999999995,-73.74746,6.0,3.0,3.0,135.0,3.0,1125.0,92.0,3.0,98.0,1.0,3.94,2.0,49.0,4.0,4.0,34.0,714.0,699.0,15.0,22.5,1.0,1
3017,1.0,0.9,0.0,1.0,1.0,40.7518,-73.9969,2.0,1.0,1.0,69.0,30.0,365.0,190.0,0.0,93.0,0.0,2.44,4.0,176.0,72.0,7.0,29.0,3948.0,2335.0,61.0,34.5,1.0,1
31465,0.83,0.49,0.0,4.0,0.0,40.644709999999996,-73.99589,6.0,3.0,4.0,85.0,30.0,1125.0,1.0,0.0,100.0,0.0,0.14,5.0,180.0,74.0,4.0,12.0,2726.0,215.0,215.0,14.166666666666666,1.0,1
19159,1.0,0.99,1.0,16.0,1.0,40.706509999999994,-74.00777,4.0,1.0,2.0,213.0,1.0,365.0,19.0,0.0,96.0,1.0,0.59,8.0,72.0,63.0,6.0,14.0,960.0,957.0,45.0,53.25,0.0,1
16956,0.99,0.97,0.0,6.0,1.0,40.697990000000004,-73.92914,8.0,2.0,3.0,250.0,1.0,1125.0,108.0,2.0,94.0,1.0,2.85,4.0,148.0,18.0,6.0,31.0,2947.0,1134.0,12.0,31.25,1.0,1
912,0.87,0.48,0.0,51.0,1.0,40.71655,-74.01171,5.0,2.0,2.0,170.0,30.0,365.0,2.0,0.0,90.0,0.0,0.03,4.0,157.0,48.0,8.0,8.0,3351.0,2328.0,1925.0,34.0,0.0,1
10771,0.56,0.13,0.0,4.0,1.0,40.719590000000004,-73.99569,2.0,1.0,1.0,90.0,31.0,365.0,10.0,0.0,88.0,0.0,0.18,4.0,83.0,16.0,10.0,24.0,1705.0,1688.0,159.0,45.0,1.0,1
20801,1.0,1.0,0.0,1.0,0.0,40.86282,-73.9223,2.0,1.0,1.0,95.0,3.0,29.0,21.0,1.0,97.0,0.0,0.76,7.0,128.0,42.0,2.0,27.0,1301.0,829.0,9.0,47.5,1.0,1
27030,1.0,0.67,1.0,1.0,1.0,40.73257,-74.00539,2.0,1.0,1.0,165.0,30.0,1125.0,10.0,0.0,100.0,0.0,0.62,7.0,176.0,5.0,5.0,21.0,3351.0,482.0,356.0,82.5,1.0,1
26413,1.0,0.93,0.0,7.0,1.0,40.75119,-73.78537,6.0,4.0,5.0,225.0,3.0,14.0,4.0,0.0,75.0,0.0,0.34,7.0,168.0,18.0,7.0,37.0,3129.0,349.0,112.0,37.5,1.0,1
1261,0.88,0.5,1.0,1.0,0.0,40.73063,-74.00036999999999,2.0,1.0,2.0,100.0,30.0,365.0,20.0,0.0,89.0,0.0,0.24,5.0,93.0,40.0,3.0,13.0,2970.0,2500.0,97.0,50.0,1.0,1
13464,1.0,0.93,0.0,4.0,0.0,40.694720000000004,-73.92316,6.0,3.0,4.0,49.0,5.0,1125.0,34.0,1.0,86.0,0.0,0.72,7.0,113.0,11.0,6.0,19.0,1434.0,1418.0,27.0,8.166666666666666,1.0,1
31573,1.0,1.0,0.0,15.0,1.0,40.69741,-73.97579,2.0,1.0,1.0,41.0,30.0,365.0,1.0,0.0,100.0,1.0,0.19,7.0,161.0,136.0,7.0,20.0,519.0,156.0,156.0,20.5,0.0,1
18744,1.0,1.0,1.0,2.0,0.0,40.83412,-73.94205,1.0,1.0,1.0,40.0,30.0,60.0,18.0,0.0,98.0,1.0,0.57,4.0,65.0,29.0,1.0,27.0,990.0,952.0,39.0,40.0,0.0,1
25905,1.0,0.96,0.0,6.0,1.0,40.74684,-73.99207,4.0,1.569128968945023,2.0,62.0,30.0,182.0,2.0,0.0,80.0,0.0,0.47,5.0,158.0,57.0,4.0,15.0,591.0,126.0,69.0,15.5,0.0,0
33589,1.0,0.97,1.0,0.0,1.0,40.67665,-73.95253000000001,2.0,1.0,1.0,82.0,1.0,62.0,1.0,0.0,100.0,1.0,0.23,7.0,173.0,118.0,4.0,43.0,715.0,128.0,128.0,41.0,1.0,1
20883,0.75,0.94,0.0,0.0,0.0,40.71887,-74.00822,3.0,1.0,2.0,125.0,30.0,1125.0,64.0,0.0,91.0,0.0,2.32,8.0,158.0,95.0,2.0,38.0,841.0,827.0,73.0,41.666666666666664,1.0,1
35478,1.0,0.92,0.0,0.0,1.0,40.68354,-73.99600000000001,3.0,1.0,2.0,60.0,2.0,1125.0,5.0,2.0,100.0,0.0,3.57,8.0,129.0,42.0,9.0,12.0,3560.0,41.0,21.0,20.0,0.0,1
13337,1.0,0.95,1.0,7.0,1.0,40.67147,-73.9786,2.0,0.9900954215841935,1.0,80.0,3.0,360.0,174.0,1.0,97.0,0.0,3.71,4.0,157.0,201.0,9.0,40.0,3390.0,1407.0,5.0,40.0,1.0,0
1870,0.9,0.88,0.0,2.0,1.0,40.710840000000005,-73.94861,2.0,1.0,1.0,110.0,30.0,365.0,218.0,0.0,94.0,0.0,2.43,3.0,123.0,12.0,5.0,19.0,2727.0,2691.0,354.0,55.0,1.0,1
32086,1.0,0.79,0.0,3.0,1.0,40.68513,-73.9276,2.0,1.0,1.0,90.0,14.0,1125.0,5.0,0.0,96.0,0.0,0.82,7.0,159.0,47.0,9.0,21.0,1908.0,182.0,37.0,45.0,1.0,1
28366,1.0,0.92,1.0,3.0,1.0,40.67413,-73.7452,2.0,1.0,1.0,48.0,1.0,28.0,43.0,2.0,97.0,0.0,3.01,3.0,164.0,16.0,7.0,36.0,1044.0,427.0,6.0,24.0,1.0,1
1324,0.8,0.87,1.0,1.0,1.0,40.73425,-73.95506,4.0,1.0,1.0,60.0,4.0,150.0,175.0,0.0,97.0,0.0,1.91,4.0,155.0,209.0,4.0,25.0,2934.0,2746.0,51.0,15.0,1.0,1
13117,1.0,0.62,0.0,2.0,1.0,40.76828,-73.8941,3.0,2.0,2.0,41.0,30.0,360.0,44.0,0.0,95.0,0.0,0.89,7.0,163.0,20.0,5.0,17.0,1591.0,1477.0,45.0,13.666666666666666,0.0,1
1348,1.0,0.07,0.0,1.0,1.0,40.763000000000005,-73.98911,1.0,1.0,1.0,84.0,2.0,14.0,109.0,0.0,97.0,0.0,1.14,6.0,160.0,71.0,4.0,26.0,2918.0,2871.0,334.0,84.0,1.0,1
7893,1.0,1.0,0.0,1.0,1.0,40.783390000000004,-73.98018,2.0,1.2834095193942616,2.0,95.0,30.0,1125.0,22.0,0.0,98.0,0.0,0.35,3.0,163.0,35.0,4.0,11.0,2092.0,1887.0,69.0,47.5,0.0,0
5306,1.0,0.63,0.0,2.0,1.0,40.65597,-73.95806999999999,2.0,1.0,1.0,100.0,2.0,21.0,87.0,0.0,96.0,0.0,1.3,6.0,180.0,20.0,6.0,25.0,2326.0,2013.0,354.0,50.0,1.0,1
23614,1.0,0.79,0.0,3.0,0.0,40.67938,-73.9134,2.0,1.0,1.0,33.0,27.0,30.0,119.0,0.0,96.0,0.0,5.43,6.0,173.0,71.0,2.0,31.0,664.0,657.0,36.0,16.5,1.0,1
29669,1.0,0.94,0.0,1318.0,1.0,40.761179999999996,-73.96951999999999,4.0,2.0,2.0,173.0,30.0,1125.0,1.0,0.0,100.0,1.0,0.21,9.0,161.0,184.0,6.0,33.0,1923.0,140.0,140.0,43.25,1.0,1
34447,0.95,0.99,1.0,50.0,1.0,40.74837,-73.97691,2.0,1.0190297302414422,1.0,60.0,30.0,90.0,1.0,1.0,100.0,1.0,1.0,7.0,74.0,6.0,4.0,26.0,1424.0,11.0,11.0,30.0,1.0,0
1629,1.0,1.0,1.0,1.0,1.0,40.81388,-73.95105,2.0,1.0,1.0,66.0,5.0,1125.0,226.0,0.0,95.0,0.0,2.5,5.0,174.0,96.0,4.0,34.0,2795.0,2715.0,34.0,33.0,1.0,1
36109,0.96,1.0,0.0,5.0,1.0,40.699940000000005,-73.92086,2.0,3.0,1.0,36.0,2.0,365.0,2.0,1.0,80.0,1.0,1.71,10.0,108.0,39.0,6.0,8.0,83.0,34.0,27.0,18.0,0.0,1
28641,1.0,0.94,0.0,1.0,1.0,40.65938,-73.94735,8.0,2.0,3.0,95.0,2.0,1125.0,19.0,1.0,86.0,0.0,1.36,8.0,160.0,37.0,6.0,26.0,2002.0,417.0,25.0,11.875,1.0,1
34292,1.0,0.71,0.0,2.0,1.0,40.74797,-73.97969,2.0,1.0,0.0,100.0,2.0,30.0,2.0,1.0,100.0,0.0,0.88,7.0,152.0,421.0,7.0,23.0,3017.0,67.0,29.0,50.0,1.0,1
13877,1.0,0.86,0.0,2.0,1.0,40.84807,-73.89461,2.0,1.0,1.0,47.0,2.0,400.0,42.0,0.0,90.0,0.0,0.93,7.0,151.0,51.0,8.0,33.0,1385.0,1360.0,33.0,23.5,1.0,1
13213,1.0,0.91,0.0,4.0,1.0,40.80705,-73.95008,2.0,1.0,1.0,125.0,3.0,365.0,52.0,0.0,93.0,1.0,1.07,7.0,162.0,59.0,8.0,14.0,3099.0,1454.0,347.0,62.5,1.0,1
12870,1.0,1.0,0.0,11.0,0.0,40.74865,-73.99565,1.0,1.0,1.0,44.0,1.0,90.0,115.0,0.0,91.0,1.0,2.29,7.0,147.0,173.0,5.0,16.0,2431.0,1503.0,118.0,44.0,1.0,1
24837,0.75,0.99,0.0,4.0,1.0,40.71757,-73.99015,2.0,1.0,1.0,78.0,1.0,1125.0,8.0,4.0,88.0,1.0,0.46,5.0,155.0,88.0,3.0,14.0,610.0,522.0,15.0,39.0,0.0,1
19344,1.0,1.0,0.0,2.0,1.0,40.83674,-73.85804,2.0,1.0,1.0,45.0,1.0,180.0,34.0,2.0,92.0,1.0,1.11,3.0,102.0,31.0,5.0,24.0,1297.0,916.0,15.0,22.5,1.0,1
12354,1.0,1.0,1.0,2.0,1.0,40.82893,-73.94873,2.0,1.0,1.0,67.0,4.0,28.0,186.0,0.0,98.0,1.0,3.61,9.0,180.0,484.0,5.0,32.0,1556.0,1546.0,329.0,33.5,1.0,1
22807,0.75,0.67,0.0,1.0,1.0,40.727759999999996,-73.95075,3.0,1.0,2.0,60.0,7.0,30.0,8.0,0.0,94.0,0.0,0.36,3.0,128.0,19.0,7.0,23.0,2509.0,665.0,486.0,20.0,1.0,1
29303,0.94,0.93,1.0,0.0,0.0,40.677040000000005,-73.90004,5.0,2.0,3.0,110.0,1.0,28.0,25.0,4.0,98.0,0.0,2.03,9.0,146.0,18.0,2.0,40.0,1735.0,369.0,12.0,22.0,1.0,1
29480,0.9,0.43,0.0,0.0,0.0,40.66349,-73.73905,4.0,2.0,2.0,80.0,1.0,29.0,3.0,0.0,100.0,0.0,0.28,10.0,157.0,21.0,2.0,25.0,382.0,319.0,67.0,20.0,0.0,1
32504,1.0,0.99,0.0,7.0,1.0,40.74432,-73.83471,2.0,1.0,1.0,62.0,1.0,31.0,30.0,2.0,94.0,1.0,5.11,8.0,54.0,28.0,5.0,20.0,839.0,175.0,13.0,31.0,0.0,1
17960,1.0,1.0,0.0,1.0,1.0,40.6814,-73.9281,2.0,1.0,1.0,129.0,2.0,1125.0,91.0,0.0,94.0,1.0,2.57,6.0,123.0,1.0,4.0,23.0,3063.0,1061.0,47.0,64.5,1.0,1
25539,1.0,1.0,1.0,2.0,0.0,40.67301,-73.76178,6.0,3.0,3.0,221.0,2.0,1125.0,80.0,6.0,95.0,1.0,4.35,6.0,156.0,41.0,2.0,35.0,1755.0,551.0,5.0,36.833333333333336,1.0,1
1157,1.0,1.0,0.0,2.0,0.0,40.65586,-73.95953,2.0,1.0,2.0,82.0,30.0,62.0,67.0,0.0,95.0,0.0,0.69,5.0,152.0,61.0,5.0,32.0,3011.0,2913.0,412.0,41.0,1.0,1
8987,1.0,0.73,1.0,4.0,1.0,40.71852,-73.88373,6.0,2.0,2.0,125.0,4.0,29.0,113.0,0.0,98.0,0.0,1.85,8.0,146.0,32.0,6.0,31.0,2429.0,1832.0,47.0,20.833333333333332,1.0,1
1666,0.82,0.97,0.0,4.0,1.0,40.677820000000004,-73.95385999999999,4.0,1.0,2.0,75.0,3.0,1125.0,132.0,0.0,90.0,1.0,1.6,5.0,173.0,24.0,5.0,23.0,2781.0,2467.0,81.0,18.75,1.0,1
21878,0.8,0.95,1.0,3.0,1.0,40.76162,-73.91381,6.0,2.0,4.0,250.0,30.0,1125.0,93.0,0.0,98.0,0.0,3.73,6.0,166.0,29.0,6.0,31.0,802.0,746.0,69.0,41.666666666666664,1.0,1
27747,1.0,1.0,0.0,1.0,1.0,40.7472,-74.00251,2.0,1.0,1.0,155.0,7.0,1125.0,13.0,0.0,100.0,1.0,0.86,9.0,154.0,50.0,7.0,31.0,2772.0,452.0,67.0,77.5,1.0,1
9764,1.0,0.64,0.0,1.0,1.0,40.72926,-73.98376999999999,1.0,0.8290206415774577,1.0,121.0,6.0,120.0,39.0,1.0,93.0,1.0,0.67,4.0,163.0,5.0,5.0,26.0,3313.0,1745.0,6.0,121.0,1.0,0
15662,1.0,0.38,1.0,1.0,1.0,40.70532,-73.95338000000001,1.0,1.0,1.0,27.0,30.0,61.0,81.0,0.0,95.0,0.0,1.99,7.0,193.0,38.0,8.0,23.0,2067.0,1222.0,417.0,27.0,1.0,1
25561,1.0,1.0,0.0,6.0,0.0,40.68354,-73.90717,1.0,1.0,0.0,30.0,6.0,1125.0,8.0,0.0,95.0,1.0,0.61,5.0,41.0,46.0,2.0,11.0,1554.0,392.0,41.0,30.0,1.0,1
3633,1.0,0.0,0.0,2.0,1.0,40.68663,-73.9379,3.0,1.0,2.0,155.0,30.0,1125.0,4.0,0.0,80.0,0.0,0.2,3.0,154.0,91.0,5.0,12.0,3014.0,585.0,401.0,51.666666666666664,0.0,1
19071,1.0,0.83,0.0,4.0,1.0,40.71376,-73.96152,1.0,1.0,1.0,50.0,30.0,90.0,6.0,0.0,97.0,0.0,0.22,2.0,67.0,51.0,5.0,26.0,2960.0,809.0,427.0,50.0,1.0,1
656,1.0,1.0,1.0,1.0,1.0,40.754529999999995,-73.93377,5.0,1.0,6.0,176.0,3.0,365.0,101.0,0.0,99.0,1.0,1.23,5.0,148.0,81.0,7.0,43.0,3238.0,2460.0,138.0,35.2,1.0,1
3257,1.0,0.82,0.0,29.0,1.0,40.77274,-73.95732,3.0,2.0,2.0,90.0,30.0,360.0,3.0,0.0,100.0,0.0,0.05,5.0,166.0,279.0,4.0,25.0,2514.0,1642.0,910.0,30.0,0.0,1
23328,0.75,0.57,0.0,1.0,1.0,40.715270000000004,-73.96189,4.0,1.0,2.0,174.0,3.0,1125.0,14.0,0.0,96.0,0.0,0.63,8.0,131.0,68.0,4.0,26.0,3211.0,670.0,165.0,43.5,1.0,1
12974,1.0,1.0,1.0,1.0,1.0,40.85665,-73.93,2.0,1.0,1.0,89.0,1.0,1125.0,106.0,0.0,97.0,0.0,2.18,6.0,167.0,64.0,5.0,34.0,2270.0,1458.0,99.0,44.5,1.0,1
25378,1.0,0.76,1.0,7.0,1.0,40.69396,-73.86742,8.0,3.0,5.0,140.0,3.0,1125.0,4.0,0.0,100.0,0.0,0.55,6.0,154.0,122.0,6.0,30.0,1788.0,218.0,34.0,17.5,1.0,1
2506,0.0,0.69,1.0,1.0,1.0,40.73169,-73.9554,2.0,1.0,1.0,109.0,2.0,1125.0,116.0,0.0,93.0,0.0,1.37,5.0,167.0,43.0,5.0,24.0,3138.0,2534.0,325.0,54.5,1.0,1
25599,1.0,0.86,1.0,1.0,1.0,40.68305,-73.91441999999999,2.0,2.0,3.0,157.0,1.0,1125.0,137.0,9.0,98.0,0.0,7.33,9.0,162.0,16.0,5.0,51.0,2980.0,560.0,7.0,78.5,1.0,1
1623,1.0,1.0,1.0,1.0,1.0,40.783229999999996,-73.98105,2.0,1.0,1.0,95.0,2.0,30.0,221.0,0.0,97.0,0.0,2.39,7.0,180.0,107.0,5.0,22.0,2879.0,2775.0,329.0,47.5,1.0,1
15105,1.0,1.0,1.0,8.0,1.0,40.7491,-73.8651,1.0,1.0,1.0,35.0,1.0,14.0,40.0,0.0,96.0,0.0,0.93,9.0,177.0,162.0,9.0,27.0,2106.0,1286.0,398.0,35.0,1.0,1
8960,0.8,0.89,1.0,14.0,1.0,40.678329999999995,-73.96904,2.0,1.0,1.0,31.0,30.0,180.0,245.0,0.0,96.0,0.0,3.98,4.0,155.0,421.0,9.0,23.0,3678.0,1847.0,89.0,15.5,1.0,1
26603,0.0,1.0,0.0,0.0,0.0,40.790040000000005,-73.94691999999999,2.0,1.0,1.0,67.0,30.0,120.0,3.0,0.0,100.0,1.0,0.19,6.0,95.0,33.0,2.0,26.0,518.0,479.0,399.0,33.5,1.0,1
24723,1.0,1.0,0.0,0.0,1.0,40.695640000000004,-73.95613,4.0,1.0,2.0,120.0,30.0,180.0,31.0,1.0,96.0,1.0,1.66,6.0,173.0,54.0,7.0,24.0,1850.0,558.0,26.0,30.0,0.0,1
697,1.0,0.78,1.0,2.0,1.0,40.6397,-74.0162,2.0,1.0,1.0,50.0,7.0,365.0,29.0,0.0,94.0,0.0,0.27,2.0,183.0,147.0,5.0,17.0,2659.0,3202.0,545.0,25.0,1.0,1
4180,1.0,1.0,1.0,2.0,1.0,40.74968,-73.99381,4.0,2.0,2.0,850.0,30.0,1125.0,107.0,0.0,89.0,0.0,1.43,6.0,169.0,101.0,5.0,38.0,2369.0,2251.0,103.0,212.5,1.0,1
18815,1.0,1.0,0.0,0.0,1.0,40.77252,-73.9898,2.0,1.0,1.0,50.0,3.0,1124.0,115.0,5.0,89.0,1.0,3.51,6.0,87.0,62.0,8.0,38.0,1601.0,981.0,8.0,25.0,1.0,1
